Repository;Ontology;CreationDate;Format;Filename;Done;OQUARE.xml;OQUARE.ttl;HURON_long.tsv;HURON_wide.tsv;HURON.ttl;FILE_OK;IRIOquare;IRIHuron;IRI_OK;OK;Length;URL
data.bioontology.org;VT;20240423;OBO;vt-20240423-obo__VT-2024-04-23.obo;T;T;T;T;T;T;T;http://purl.obolibrary.org/obo/vt-20240423-obo__VT-2024-04-23.obo;http://purl.obolibrary.org/obo/vt/releases/2024-04-23/vt.owl;T;T;1576676;https://data.bioontology.org/ontologies/VT/submissions/137
data.bioontology.org;VTO;20201113;OWL;vto-20201113-owl__vto.owl;T;T;T;T;T;T;T;http://purl.obolibrary.org/obo/vto/2020-11-13/vto.owl;http://purl.obolibrary.org/obo/vto/2020-11-13/vto.owl;T;T;152582746;https://data.bioontology.org/ontologies/VTO/submissions/14
data.bioontology.org;WB-BT;20240402;OBO;wb-bt-20240402-obo__wbbt.obo;T;T;T;T;T;T;T;http://purl.obolibrary.org/obo/wb-bt-20240402-obo__wbbt.obo;http://purl.obolibrary.org/obo/wbbt/releases/2024-04-01/wbbt.owl;T;T;1615151;https://data.bioontology.org/ontologies/WB-BT/submissions/143
data.bioontology.org;WB-LS;20190205;OBO;wb-ls-20190205-obo__worm-development.obo;T;T;T;T;T;T;T;http://purl.obolibrary.org/obo/wb-ls-20190205-obo__worm-development.obo;http://purl.obolibrary.org/obo/wbls.owl;T;T;333728;https://data.bioontology.org/ontologies/WB-LS/submissions/50
data.bioontology.org;WETAXTOPICS;20211014;SKOS;wetaxtopics-20211014-skos__neat-taxonomy.ttl;T;T;T;T;T;T;T;file:///home/jredondo/tfm/production/2-metrics/ttl/data.bioontology.org/--;;F;F;30780;https://data.bioontology.org/ontologies/WETAXTOPICS/submissions/6
data.bioontology.org;WIKIPATHWAYS;20231112;OWL;wikipathways-20231112-owl__wp.owl;T;T;T;T;T;T;T;https://vocabularies.wikipathways.org/wp.owl;https://vocabularies.wikipathways.org/wp.owl;T;T;13468;https://data.bioontology.org/ontologies/WIKIPATHWAYS/submissions/229
data.bioontology.org;XAO;20221014;OBO;xao-20221014-obo__xenopus-anatomy.obo;T;T;T;T;T;T;T;http://purl.obolibrary.org/obo/xao-20221014-obo__xenopus-anatomy.obo;http://purl.obolibrary.org/obo/xao/releases/2022-08-29/xao.owl;T;T;821484;https://data.bioontology.org/ontologies/XAO/submissions/31
data.bioontology.org;XCO;20240506;OBO;xco-20240506-obo__experimental-condition.obo;T;T;T;T;T;T;T;http://purl.obolibrary.org/obo/xco-20240506-obo__experimental-condition.obo;http://purl.obolibrary.org/obo/xco/4.166/xco.owl;T;T;762128;https://data.bioontology.org/ontologies/XCO/submissions/179
data.bioontology.org;XEO;20140625;OBO;xeo-20140625-obo__XEO-v1-6-v1.6-no-Instance.obo;T;T;T;T;T;T;T;http://purl.obolibrary.org/obo/xeo-20140625-obo__XEO-v1-6-v1.6-no-Instance.obo;http://purl.obolibrary.org/obo/TEMP;F;F;16571;https://data.bioontology.org/ontologies/XEO/submissions/4
data.bioontology.org;XLMOD;20210324;OBO;xlmod-20210324-obo__XLMOD.obo;T;T;T;T;T;T;T;http://purl.obolibrary.org/obo/xlmod-20210324-obo__XLMOD.obo;http://purl.obolibrary.org/obo/xlmod/release/2019-10-28/xlmod.owl;T;T;430570;https://data.bioontology.org/ontologies/XLMOD/submissions/4
data.bioontology.org;XPO;20240421;OWL;xpo-20240421-owl__xpo.owl;T;F;F;T;T;T;F;;http://purl.obolibrary.org/obo/xpo/releases/2024-04-18/xpo.owl;F;F;96602359;https://data.bioontology.org/ontologies/XPO/submissions/11
data.bioontology.org;ZECO;20220214;OWL;zeco-20220214-owl__zeco.owl;T;T;T;T;T;T;T;http://purl.obolibrary.org/obo/zeco/releases/2022-02-14/zeco.owl;http://purl.obolibrary.org/obo/zeco/releases/2022-02-14/zeco.owl;T;T;90975;https://data.bioontology.org/ontologies/ZECO/submissions/10
data.bioontology.org;ZFA;20221209;OBO;zfa-20221209-obo__zfa.obo;T;T;T;T;T;T;T;http://purl.obolibrary.org/obo/zfa-20221209-obo__zfa.obo;http://purl.obolibrary.org/obo/zfa/releases/2022-12-09/zfa.owl;T;T;1636186;https://data.bioontology.org/ontologies/ZFA/submissions/248
data.bioontology.org;ZFS;20200408;OWL;zfs-20200408-owl__zfs.owl;T;F;F;T;T;T;F;;http://purl.obolibrary.org/obo/zfs/releases/2020-03-10/zfs.owl;F;F;74652;https://data.bioontology.org/ontologies/ZFS/submissions/168
data.bioontology.org;ZONMW-ADMIN-MD;20210208;SKOS;zonmw-admin-md-20210208-skos__FDCCOVIDProjectAdminVocabularies.ttl;T;T;T;T;T;T;T;file:///home/jredondo/tfm/production/2-metrics/ttl/data.bioontology.org/--;;F;F;60417;https://data.bioontology.org/ontologies/ZONMW-ADMIN-MD/submissions/13
data.bioontology.org;ZP;20240418;OWL;zp-20240418-owl__zp.owl;T;F;F;F;F;F;F;;;F;F;170306263;https://data.bioontology.org/ontologies/ZP/submissions/5
data.earthportal.eu;ACTRIS_CL;20240422;SKOS;actris_cl-20240422-skos__ACTRIS-controlled-lists.ttl;T;T;T;T;T;T;T;file:///home/jredondo/tfm/production/2-metrics/ttl/data.earthportal.eu/--;;F;F;40408;https://data.earthportal.eu/ontologies/ACTRIS_CL/submissions/1
data.earthportal.eu;ACTRIS_VOCAB;20240328;SKOS;actris_vocab-20240328-skos__ACTRIS-vocabulary.ttl;T;T;T;T;T;T;T;file:///home/jredondo/tfm/production/2-metrics/ttl/data.earthportal.eu/--;;F;F;3479377;https://data.earthportal.eu/ontologies/ACTRIS_VOCAB/submissions/1
data.earthportal.eu;AER_INS;20230914;SKOS;aer_ins-20230914-skos__Instruments.ttl;T;T;T;T;T;T;T;file:///home/jredondo/tfm/production/2-metrics/ttl/data.earthportal.eu/--;;F;F;442076;https://data.earthportal.eu/ontologies/AER_INS/submissions/1
data.earthportal.eu;AER_PFM;20230915;SKOS;aer_pfm-20230915-skos__Platforms.ttl;T;T;T;T;T;T;T;file:///home/jredondo/tfm/production/2-metrics/ttl/data.earthportal.eu/--;;F;F;298575;https://data.earthportal.eu/ontologies/AER_PFM/submissions/1
data.earthportal.eu;AER_PJT;20230915;SKOS;aer_pjt-20230915-skos__Projects.ttl;T;T;T;T;T;T;T;https://vocab.aeris-data.fr/project;https://vocab.aeris-data.fr/project;T;T;202138;https://data.earthportal.eu/ontologies/AER_PJT/submissions/1
data.earthportal.eu;AER_PRM;20230915;SKOS;aer_prm-20230915-skos__Parameters.ttl;T;T;T;T;T;T;T;file:///home/jredondo/tfm/production/2-metrics/ttl/data.earthportal.eu/--;;F;F;1209192;https://data.earthportal.eu/ontologies/AER_PRM/submissions/1
data.earthportal.eu;ARG;20230922;OWL;arg-20230922-owl__argo-floats.ttl;T;T;T;T;T;T;T;http://www.argodatamgt.org/argo-ontology#;http://www.argodatamgt.org/argo-ontology#;T;T;20093;https://data.earthportal.eu/ontologies/ARG/submissions/2
data.earthportal.eu;BRGM_LTH;20231115;SKOS;brgm_lth-20231115-skos__litho.ttl;T;T;T;T;T;T;T;file:///home/jredondo/tfm/production/2-metrics/ttl/data.earthportal.eu/--;;F;F;1179917;https://data.earthportal.eu/ontologies/BRGM_LTH/submissions/1
data.earthportal.eu;BRGM_UOM;20231115;SKOS;brgm_uom-20231115-skos__uom.ttl;T;T;T;T;T;T;T;file:///home/jredondo/tfm/production/2-metrics/ttl/data.earthportal.eu/--;;F;F;1021349;https://data.earthportal.eu/ontologies/BRGM_UOM/submissions/1
data.earthportal.eu;EASYDATA_INFRA;20240412;SKOS;easydata_infra-20240412-skos__InfraRecherche.ttl;T;T;T;T;T;T;T;file:///home/jredondo/tfm/production/2-metrics/ttl/data.earthportal.eu/--;;F;F;137597;https://data.earthportal.eu/ontologies/EASYDATA_INFRA/submissions/6
data.earthportal.eu;EASYDATA_KW;20240319;SKOS;easydata_kw-20240319-skos__motsClefs.ttl;T;T;T;T;T;T;T;https://terra-vocabulary.org/ncl/DataTerraRepositoryFairIncubator/motsClefs;https://terra-vocabulary.org/ncl/DataTerraRepositoryFairIncubator/motsClefs;T;T;2122784;https://data.earthportal.eu/ontologies/EASYDATA_KW/submissions/6
data.earthportal.eu;EASYDATA_THEMES;20240319;SKOS;easydata_themes-20240319-skos__Voc-thematique.ttl;T;T;T;T;T;T;T;file:///home/jredondo/tfm/production/2-metrics/ttl/data.earthportal.eu/--;;F;F;307007;https://data.earthportal.eu/ontologies/EASYDATA_THEMES/submissions/2
data.earthportal.eu;FMT_DT;20240308;SKOS;fmt_dt-20240308-skos__formater-discipline-220722.ttl;T;F;F;T;T;T;F;;https://service.poleterresolide.fr/voc/science_field;F;F;17171;https://data.earthportal.eu/ontologies/FMT_DT/submissions/1
data.earthportal.eu;FMT_FOI;20240308;SKOS;fmt_foi-20240308-skos__formater-foi-220722.ttl;T;F;F;T;T;T;F;;https://service.poleterresolide.fr/voc/FOI;F;F;36278;https://data.earthportal.eu/ontologies/FMT_FOI/submissions/1
data.earthportal.eu;FMT_INT;20240308;SKOS;fmt_int-20240308-skos__formater-instrument-220722.ttl;T;T;T;T;T;T;T;https://service.poleterresolide.fr/voc/instrument;https://service.poleterresolide.fr/voc/instrument;T;T;25066;https://data.earthportal.eu/ontologies/FMT_INT/submissions/1
data.earthportal.eu;FMT_NET;20240308;SKOS;fmt_net-20240308-skos__formater-reseau-220722.ttl;T;F;F;T;T;T;F;;https://service.poleterresolide.fr/voc/network;F;F;11862;https://data.earthportal.eu/ontologies/FMT_NET/submissions/1
data.earthportal.eu;FMT_PRO;20240308;SKOS;fmt_pro-20240308-skos__formater-produit-220722.ttl;T;F;F;T;T;T;F;;https://service.poleterresolide.fr/voc/produit;F;F;7644;https://data.earthportal.eu/ontologies/FMT_PRO/submissions/1
data.earthportal.eu;FMT_PTF;20240308;SKOS;fmt_ptf-20240308-skos__formater-platform-220722.ttl;T;T;T;T;T;T;T;https://service.poleterresolide.fr/voc/platform;https://service.poleterresolide.fr/voc/platform;T;T;19228;https://data.earthportal.eu/ontologies/FMT_PTF/submissions/1
data.earthportal.eu;FMT_VAR;20240308;SKOS;fmt_var-20240308-skos__formater-variable-220722.ttl;T;T;T;T;T;T;T;https://service.poleterresolide.fr/voc/variable;https://service.poleterresolide.fr/voc/variable;T;T;73143;https://data.earthportal.eu/ontologies/FMT_VAR/submissions/1
data.earthportal.eu;NVS_L05;20230922;SKOS;nvs_l05-20230922-skos__NVS-L05-EarthPortal.ttl;T;T;T;T;T;T;T;http://vocab.nerc.ac.uk/collection/L05/current/;http://vocab.nerc.ac.uk/collection/L05/current/;T;T;628499;https://data.earthportal.eu/ontologies/NVS_L05/submissions/1
data.earthportal.eu;NVS_L22;20230922;SKOS;nvs_l22-20230922-skos__NVS-L22-EarthPortal.ttl;T;T;T;T;T;T;T;http://vocab.nerc.ac.uk/collection/L22/current/;http://vocab.nerc.ac.uk/collection/L22/current/;T;T;3973589;https://data.earthportal.eu/ontologies/NVS_L22/submissions/2
data.earthportal.eu;NVS_OD1;20231031;SKOS;nvs_od1-20231031-skos__NVS-OD1.ttl;T;T;T;T;T;T;T;http://vocab.nerc.ac.uk/collection/OD1/current/;http://vocab.nerc.ac.uk/collection/OD1/current/;T;T;47837;https://data.earthportal.eu/ontologies/NVS_OD1/submissions/1
data.earthportal.eu;NVS_P02;20231011;SKOS;nvs_p02-20231011-skos__NVS-P02-EarthPortal.ttl;T;T;T;T;T;T;T;http://vocab.nerc.ac.uk/collection/P02/current/;http://vocab.nerc.ac.uk/collection/P02/current/;T;T;3925072;https://data.earthportal.eu/ontologies/NVS_P02/submissions/1
data.earthportal.eu;NVS_P06;20231013;SKOS;nvs_p06-20231013-skos__NVS-P06.ttl;T;T;T;T;T;T;T;http://vocab.nerc.ac.uk/collection/P06/current/;http://vocab.nerc.ac.uk/collection/P06/current/;T;T;3724703;https://data.earthportal.eu/ontologies/NVS_P06/submissions/1
data.earthportal.eu;NVS_P07;20231130;SKOS;nvs_p07-20231130-skos__NVS-P07-updated-2.ttl;T;T;T;T;T;T;T;http://vocab.nerc.ac.uk/collection/P07/current/;http://vocab.nerc.ac.uk/collection/P07/current/;T;T;9830547;https://data.earthportal.eu/ontologies/NVS_P07/submissions/2
data.earthportal.eu;NVS_R;20231002;SKOS;nvs_r-20231002-skos__Query1.ttl;T;T;T;T;T;T;T;http://vocab.nerc.ac.uk/vocabulary/R/;http://vocab.nerc.ac.uk/vocabulary/R/;T;T;4259918;https://data.earthportal.eu/ontologies/NVS_R/submissions/1
data.earthportal.eu;SDNDEV;20231013;SKOS;sdndev-20231013-skos__NVS-SDNDEV-542-withTopLevelConcepts-someBroaders1.rdf;T;T;T;T;T;T;T;http://vocab.nerc.ac.uk/scheme/SDNDEV/current/;http://vocab.nerc.ac.uk/scheme/SDNDEV/current/;T;T;2921572;https://data.earthportal.eu/ontologies/SDNDEV/submissions/1
data.earthportal.eu;SOSA;20240327;OWL;sosa-20240327-owl__sosa.owl;T;T;T;T;T;T;T;http://www.w3.org/ns/sosa/;http://www.w3.org/ns/sosa/;T;T;27326;https://data.earthportal.eu/ontologies/SOSA/submissions/1
data.earthportal.eu;SSN;20240327;OWL;ssn-20240327-owl__ssn.owl;T;T;T;T;T;T;T;http://www.w3.org/ns/ssn/;http://www.w3.org/ns/ssn/;T;T;22714;https://data.earthportal.eu/ontologies/SSN/submissions/1
data.earthportal.eu;STY;20220602;UMLS;sty-20220602-umls__umls-semantictypes.ttl;T;T;T;T;T;T;T;file:///home/jredondo/tfm/production/2-metrics/ttl/data.earthportal.eu/--;;F;F;32566;https://data.earthportal.eu/ontologies/STY/submissions/1
data.earthportal.eu;SWEET;20240319;OWL;sweet-20240319-owl__sweetAll.owl;T;T;T;T;T;T;T;http://sweetontology.net/sweetAll;http://sweetontology.net/sweetAll;T;T;22451;https://data.earthportal.eu/ontologies/SWEET/submissions/9
data.earthportal.eu;SXT_AOB;20231031;SKOS;sxt_aob-20231031-skos__myocean.area-of-benefit-updated.rdf;T;T;T;T;T;T;T;file:///home/jredondo/tfm/production/2-metrics/ttl/data.earthportal.eu/--;;F;F;2840;https://data.earthportal.eu/ontologies/SXT_AOB/submissions/1
data.earthportal.eu;SXT_CDO;20231011;SKOS;sxt_cdo-20231011-skos__odatis-centre-donnees.ttl;T;T;T;T;T;T;T;file:///home/jredondo/tfm/production/2-metrics/ttl/data.earthportal.eu/--;;F;F;5301;https://data.earthportal.eu/ontologies/SXT_CDO/submissions/1
data.earthportal.eu;TOZ;20240508;SKOS;toz-20240508-skos__theia-ozcar-thesaurus.rdf;T;F;F;T;T;T;F;;http://www.w3.org/2002/07/owl;F;F;4056951;https://data.earthportal.eu/ontologies/TOZ/submissions/3
data.ecoportal.lifewatch.eu;ACFORMAT;20240301;SKOS;acformat-20240301-skos__values.rdf;T;T;T;T;T;T;T;file:///home/jredondo/tfm/production/2-metrics/ttl/data.ecoportal.lifewatch.eu/--;;F;F;41779;https://data.ecoportal.lifewatch.eu/ontologies/ACFORMAT/submissions/1
data.ecoportal.lifewatch.eu;ACTRIS_CL;20240213;SKOS;actris_cl-20240213-skos__ACTRIS-Controlled-lists.rdf;T;T;T;T;T;T;T;https://vocabulary.actris.nilu.no/actris_controlled_lists/;https://vocabulary.actris.nilu.no/actris_controlled_lists/;T;T;72933;https://data.ecoportal.lifewatch.eu/ontologies/ACTRIS_CL/submissions/1
data.ecoportal.lifewatch.eu;ACTRIS_VOCAB;20240207;SKOS;actris_vocab-20240207-skos__ACTRIS-vocabulary.rdf;T;F;F;T;T;T;F;;https://vocabulary.actris.nilu.no/actris_vocab/;F;F;5569008;https://data.ecoportal.lifewatch.eu/ontologies/ACTRIS_VOCAB/submissions/1
data.ecoportal.lifewatch.eu;BCO;20220204;OWL;bco-20220204-owl__bco.owl;T;T;T;T;T;T;T;http://purl.obolibrary.org/obo/bco/releases/2021-11-14/bco.owl;http://purl.obolibrary.org/obo/bco/releases/2021-11-14/bco.owl;T;T;899384;https://data.ecoportal.lifewatch.eu/ontologies/BCO/submissions/1
data.ecoportal.lifewatch.eu;BIODIVTHES;20220927;SKOS;biodivthes-20220927-skos__Biodiversite2.1exportLoterreuneskos.rdf;T;T;T;T;T;T;T;http://data.loterre.fr/ark:/67375/BLH/2.1;;F;F;2098409;https://data.ecoportal.lifewatch.eu/ontologies/BIODIVTHES/submissions/3
data.ecoportal.lifewatch.eu;CPMETA;20240209;OWL;cpmeta-20240209-owl__cpmeta.owl;T;F;F;T;T;T;F;;http://meta.icos-cp.eu/ontologies/cpmeta/;F;F;177968;https://data.ecoportal.lifewatch.eu/ontologies/CPMETA/submissions/2
data.ecoportal.lifewatch.eu;DSW;20211222;OWL;dsw-20211222-owl__dsw.owl;T;T;T;T;T;T;T;http://purl.org/dsw/;http://purl.org/dsw/;T;T;40344;https://data.ecoportal.lifewatch.eu/ontologies/DSW/submissions/2
data.ecoportal.lifewatch.eu;DWCEM;20211223;SKOS;dwcem-20211223-skos__establishmentMeansCurated.ttl;T;T;T;T;T;T;T;file:///home/jredondo/tfm/production/2-metrics/ttl/data.ecoportal.lifewatch.eu/--;;F;F;12276;https://data.ecoportal.lifewatch.eu/ontologies/DWCEM/submissions/4
data.ecoportal.lifewatch.eu;ELTER_CL;20240105;SKOS;elter_cl-20240105-skos__elter-cl.ttl;T;T;T;T;T;T;T;http://vocabs.lter-europe.net/elter_cl/;http://vocabs.lter-europe.net/elter_cl/;T;T;179231;https://data.ecoportal.lifewatch.eu/ontologies/ELTER_CL/submissions/2
data.ecoportal.lifewatch.eu;ENDEMISMS;20231021;SKOS;endemisms-20231021-skos__submission.rdf;T;T;T;T;T;T;T;https://kos.lifewatch.eu/thesauri/endemisms/;https://kos.lifewatch.eu/thesauri/endemisms/;T;T;25354;https://data.ecoportal.lifewatch.eu/ontologies/ENDEMISMS/submissions/3
data.ecoportal.lifewatch.eu;ENVTHES;20231106;SKOS;envthes-20231106-skos__EnvThes.ttl;T;T;T;T;T;T;T;http://vocabs.lter-europe.net/EnvThes/;http://vocabs.lter-europe.net/EnvThes/;T;T;3545273;https://data.ecoportal.lifewatch.eu/ontologies/ENVTHES/submissions/10
data.ecoportal.lifewatch.eu;EURIO;20211206;OWL;eurio-20211206-owl__EURIO.ttl;T;T;T;T;T;T;T;http://data.europa.eu/s66/v1.1#;http://data.europa.eu/s66/v1.1#;T;T;116158;https://data.ecoportal.lifewatch.eu/ontologies/EURIO/submissions/1
data.ecoportal.lifewatch.eu;EUROSCIVOC;20211217;SKOS;euroscivoc-20211217-skos__EuroSciVoc-skos-ap-eu.rdf;T;T;T;T;T;T;T;file:///home/jredondo/tfm/production/2-metrics/ttl/data.ecoportal.lifewatch.eu/--;;F;F;10769322;https://data.ecoportal.lifewatch.eu/ontologies/EUROSCIVOC/submissions/2
data.ecoportal.lifewatch.eu;EUROVOC;20220103;SKOS;eurovoc-20220103-skos__eurovoc-in-skos-core-concepts-topConcepts.rdf;T;T;T;T;T;T;T;file:///home/jredondo/tfm/production/2-metrics/ttl/data.ecoportal.lifewatch.eu/--;;F;F;35481797;https://data.ecoportal.lifewatch.eu/ontologies/EUROVOC/submissions/3
data.ecoportal.lifewatch.eu;FISHTRAITS;20230913;SKOS;fishtraits-20230913-skos__submission8.rdf;T;T;T;T;T;T;T;https://kos.lifewatch.eu/thesauri/fishtraits/;https://kos.lifewatch.eu/thesauri/fishtraits/;T;T;224994;https://data.ecoportal.lifewatch.eu/ontologies/FISHTRAITS/submissions/2
data.ecoportal.lifewatch.eu;I-ADOPT;20231106;OWL;i-adopt-20231106-owl__i-adopt.ttl;T;T;T;T;T;T;T;https://w3id.org/iadopt/ont/1.0.3;https://w3id.org/iadopt/ont/1.0.3;T;T;11927;https://data.ecoportal.lifewatch.eu/ontologies/I-ADOPT/submissions/1
data.ecoportal.lifewatch.eu;MACROALGAETRAITS;20230913;SKOS;macroalgaetraits-20230913-skos__submission10.rdf;T;T;T;T;T;T;T;https://kos.lifewatch.eu/thesauri/macroalgaetraits/;https://kos.lifewatch.eu/thesauri/macroalgaetraits/;T;T;154167;https://data.ecoportal.lifewatch.eu/ontologies/MACROALGAETRAITS/submissions/2
data.ecoportal.lifewatch.eu;MR;20221211;OWL;mr-20221211-owl__ontology.ttl;T;T;T;T;T;T;T;http://marineregions.org/ns/ontology;http://marineregions.org/ns/ontology;T;T;13593;https://data.ecoportal.lifewatch.eu/ontologies/MR/submissions/5
data.ecoportal.lifewatch.eu;MRPTCODELIST;20231013;SKOS;mrptcodelist-20231013-skos__placetypes.ttl;T;T;T;T;T;T;T;file:///home/jredondo/tfm/production/2-metrics/ttl/data.ecoportal.lifewatch.eu/--;;F;F;94753;https://data.ecoportal.lifewatch.eu/ontologies/MRPTCODELIST/submissions/9
data.ecoportal.lifewatch.eu;PCO;20220204;OWL;pco-20220204-owl__pco.owl;T;T;T;T;T;T;T;http://purl.obolibrary.org/obo/pco/releases/2021-05-03/pco.owl;http://purl.obolibrary.org/obo/pco/releases/2021-05-03/pco.owl;T;T;595304;https://data.ecoportal.lifewatch.eu/ontologies/PCO/submissions/2
data.ecoportal.lifewatch.eu;PHYTOTRAITS;20230913;SKOS;phytotraits-20230913-skos__submission7.rdf;T;T;T;T;T;T;T;https://kos.lifewatch.eu/thesauri/phytotraits/;https://kos.lifewatch.eu/thesauri/phytotraits/;T;T;144881;https://data.ecoportal.lifewatch.eu/ontologies/PHYTOTRAITS/submissions/2
data.ecoportal.lifewatch.eu;STY;20230911;UMLS;sty-20230911-umls__umls-semantictypes2.ttl;T;T;T;T;T;T;T;file:///home/jredondo/tfm/production/2-metrics/ttl/data.ecoportal.lifewatch.eu/--;;F;F;32566;https://data.ecoportal.lifewatch.eu/ontologies/STY/submissions/1
data.ecoportal.lifewatch.eu;ZOOPLANKTRAITS;20230913;SKOS;zooplanktraits-20230913-skos__submission11.rdf;T;T;T;T;T;T;T;https://kos.lifewatch.eu/thesauri/zooplanktontraits/;https://kos.lifewatch.eu/thesauri/zooplanktontraits/;T;T;85350;https://data.ecoportal.lifewatch.eu/ontologies/ZOOPLANKTRAITS/submissions/2
data.industryportal.enit.fr;BFO;20240404;OWL;bfo-20240404-owl__bfo-core.owl;T;T;T;T;T;T;T;http://purl.obolibrary.org/obo/bfo/2020/bfo-core.owl;http://purl.obolibrary.org/obo/bfo/2020/bfo-core.owl;T;T;98392;https://data.industryportal.enit.fr/ontologies/BFO/submissions/2
data.industryportal.enit.fr;CCO;20240422;OWL;cco-20240422-owl__MergedAllCoreOntology-v1.5-2024-02-14.ttl;T;T;T;T;T;T;T;http://www.ontologyrepository.com/CommonCoreOntologies/Mid/2024-02-14/MergedAllCoreOntology;http://www.ontologyrepository.com/CommonCoreOntologies/Mid/2024-02-14/MergedAllCoreOntology;T;T;1443146;https://data.industryportal.enit.fr/ontologies/CCO/submissions/1
data.industryportal.enit.fr;DEMO;20211201;OWL;demo-20211201-owl__DeMO.owl;T;T;T;T;T;T;T;http://a.com/ontology;http://a.com/ontology;T;T;178557;https://data.industryportal.enit.fr/ontologies/DEMO/submissions/1
data.industryportal.enit.fr;EMMO-MECH-TEST;20220713;OWL;emmo-mech-test-20220713-owl__emmo-mechanical-testing.owl;T;F;F;T;T;T;F;;http://emmo.info/emmo/domain/mechanical-testing/1.0.0;F;F;334890;https://data.industryportal.enit.fr/ontologies/EMMO-MECH-TEST/submissions/8
data.industryportal.enit.fr;EXTRUONT;20211201;OWL;extruont-20211201-owl__ExtruOnt.owl;T;F;F;T;T;T;F;;http://bdi.si.ehu.es/bdi/ontologies/ExtruOnt/ExtruOnt;F;F;100307;https://data.industryportal.enit.fr/ontologies/EXTRUONT/submissions/1
data.industryportal.enit.fr;FALCON;20211201;OWL;falcon-20211201-owl__falconto.owl;T;F;F;T;T;T;F;;http://www.falcon.org/ontologies/upper-ontology-concepts;F;F;31672;https://data.industryportal.enit.fr/ontologies/FALCON/submissions/1
data.industryportal.enit.fr;FUNSTEP;20211130;OWL;funstep-20211130-owl__FurnitureSectorTaxonomy-v2.5.1.owl;T;F;F;T;T;T;F;;http://www.aidimme.es/FurnitureSectorOntology.owl;F;F;892779;https://data.industryportal.enit.fr/ontologies/FUNSTEP/submissions/1
data.industryportal.enit.fr;GI2MO;20211201;OWL;gi2mo-20211201-owl__ns.owl;T;F;F;T;T;T;F;;http://purl.org/gi2mo/ns;F;F;104052;https://data.industryportal.enit.fr/ontologies/GI2MO/submissions/1
data.industryportal.enit.fr;GRACE;20211205;OWL;grace-20211205-owl__grace-ontology-with-assert.owl;T;F;F;T;T;T;F;;http://www.grace.com;F;F;129777;https://data.industryportal.enit.fr/ontologies/GRACE/submissions/1
data.industryportal.enit.fr;I40KG;20211201;OWL;i40kg-20211201-owl__ontology.xml;T;F;F;T;T;T;F;;https://w3id.org/i40/sto/iot/0.1/concerns/;F;F;930140;https://data.industryportal.enit.fr/ontologies/I40KG/submissions/1
data.industryportal.enit.fr;IAO;20230115;OWL;iao-20230115-owl__iao.owl;T;T;T;T;T;T;T;http://purl.obolibrary.org/obo/iao/2022-11-07/iao.owl;http://purl.obolibrary.org/obo/iao/2022-11-07/iao.owl;T;T;589716;https://data.industryportal.enit.fr/ontologies/IAO/submissions/1
data.industryportal.enit.fr;IMAMO;20211208;OWL;imamo-20211208-owl__IMAMO.owl;T;T;T;T;T;T;T;http://www.semanticweb.org/karray/ontologies/2016/0/IMAMO;http://www.semanticweb.org/karray/ontologies/2016/0/IMAMO;T;T;37580;https://data.industryportal.enit.fr/ontologies/IMAMO/submissions/1
data.industryportal.enit.fr;IOF-AV;20231010;OWL;iof-av-20231010-owl__AnnotationVocabulary.rdf;T;T;T;T;T;T;T;https://spec.industrialontologies.org/ontology/202301/core/meta/AnnotationVocabulary/;https://spec.industrialontologies.org/ontology/202301/core/meta/AnnotationVocabulary/;T;T;37852;https://data.industryportal.enit.fr/ontologies/IOF-AV/submissions/2
data.industryportal.enit.fr;IOF-CORE;20231010;OWL;iof-core-20231010-owl__Core.rdf;T;T;T;T;T;T;T;https://spec.industrialontologies.org/ontology/202301/core/Core/;https://spec.industrialontologies.org/ontology/202301/core/Core/;T;T;282940;https://data.industryportal.enit.fr/ontologies/IOF-CORE/submissions/3
data.industryportal.enit.fr;IOF-MAINTENANCE;20231010;OWL;iof-maintenance-20231010-owl__MaintenanceReferenceOntology.rdf;T;T;T;T;T;T;T;https://spec.industrialontologies.org/ontology/202301/maintenance/MaintenanceReferenceOntology/;https://spec.industrialontologies.org/ontology/202301/maintenance/MaintenanceReferenceOntology/;T;T;42051;https://data.industryportal.enit.fr/ontologies/IOF-MAINTENANCE/submissions/2
data.industryportal.enit.fr;IOF-SCRO;20231010;OWL;iof-scro-20231010-owl__SupplyChainReferenceOntology.rdf;T;F;F;T;T;T;F;;https://spec.industrialontologies.org/ontology/202301/supplychain/SupplyChainReferenceOntology/;F;F;241165;https://data.industryportal.enit.fr/ontologies/IOF-SCRO/submissions/1
data.industryportal.enit.fr;MANUSERVICE;20211129;OWL;manuservice-20211129-owl__ManuService.owl;T;F;F;T;T;T;F;;http://www.manunetwork.com/manuservice/v1#;F;F;177900;https://data.industryportal.enit.fr/ontologies/MANUSERVICE/submissions/1
data.industryportal.enit.fr;MSDL;20211129;OWL;msdl-20211129-owl__MSDL-Ontology.owl;T;F;F;T;T;T;F;;http://infoneer.txstate.edu/ontology/MSDL;F;F;1740088;https://data.industryportal.enit.fr/ontologies/MSDL/submissions/1
data.industryportal.enit.fr;REC;20230223;OWL;rec-20230223-owl__REC.owl;T;F;F;T;T;T;F;;https://w3id.org/rec/full/;F;F;1181762;https://data.industryportal.enit.fr/ontologies/REC/submissions/1
