"AgroPortal","BioPortal","BiodivPortal","EarthPortal","EcoPortal","IndPortal"
1,0.66056622443425,0.769782951445383,0.614974857897963,0.714973454113163,0.681973075314294
0.66056622443425,1,0.907660917107498,0.516870032402673,0.631854370592784,0.623336753070767
0.769782951445383,0.907660917107498,1,0.725522132977569,0.818367017181489,0.788044120635745
0.614974857897963,0.516870032402673,0.725522132977569,1,0.92094242386224,0.856404076020133
0.714973454113163,0.631854370592784,0.818367017181489,0.92094242386224,1,0.921100633212533
0.681973075314294,0.623336753070767,0.788044120635745,0.856404076020133,0.921100633212533,1
