"Metric","Cluster_anova_k_2","Cluster_anova_k_3"
"APWND","19.1979495752318","19.8123878928176"
"APWNN","13.0845072212763","16.9289637114671"
"APWNS","32.5721767794489","124.254230671311"
"DxP","22.6244688156242","24.7660944637847"
"NxP","8.42432419489448","10.2975366589874"
"SxAP","30.7234944201618","120.087044973288"
"SxP","9.56448758306911","28.8843373053359"
