"Metric","Cluster_totss_k_2","Cluster_totss_k_3"
"APWND","10.4376067741062","10.4376067741062"
"APWNN","14.0722940345641","14.0722940345641"
"APWNS","0.821783777726117","0.821783777726117"
"DxP","25.5472984506633","25.5472984506633"
"NxP","23.1134236327571","23.1134236327571"
"SxAP","1.28971517624729","1.28971517624729"
"SxP","2.40270271993215","2.40270271993215"
