"Metric","Mean_stability_k_2","Mean_stability_k_3"
"APWND","0.99419963136538","0.877308134903733"
"APWNN","0.975823835667255","0.960136520148824"
"APWNS","0.717660241569633","0.760000419972045"
"DxP","0.99305675194314","0.961213064970177"
"NxP","0.898950476621367","0.964616191144596"
"SxAP","0.717660241569633","0.768472114184209"
"SxP","0.980627080701512","0.713415937530804"
