"ANOnto","APWND","APWNN","APWNS","AROnto","CBOOnto","CROnto","CWND","CWNN","CWNS","DITOnto","DxC","DxP","INROnto","LCOMOnto","LRClassPCT","LRsxC","NACOnto","NLR","NLRC","NOCOnto","NOMOnto","NxC","NxP","POnto","PROnto","RFCOnto","RROnto","SxAP","SxC","SxP","TMOnto","TMOnto2","WMCOnto","WMCOnto2"
1,-0.43376385521033,-0.430232238049845,-0.314031702614411,0.591439173506538,0.354896289986266,-0.267467085877805,-0.997156215594477,-0.976330221881286,-0.404010699097988,0.464190584062482,0.946319771582451,0.771437696227964,0.702810748147779,0.464333757854112,0.49414321388743,0.608935104562012,0.312806911578843,0.4948819443455,0.583620272113525,0.658789412200193,0.630028312537947,0.974162044644751,0.838571237429112,0.5555681511139,0.902730341992888,0.654264009652333,-0.902730344179402,0.314031702614411,0.380618621826999,0.37913730890059,0.125876134147448,0.358910985653118,0.455725965790851,0.369177669143986
-0.43376385521033,1,0.997001440485071,0.674925937024052,-0.867484798214741,0.384990121595396,0.137448093640076,0.427226643296045,0.596480358025337,0.951794219564354,-0.995237690960146,-0.317567369911281,-0.278236148926374,-0.506384911147044,-0.960320227325401,-0.0231518343601271,-0.36422416847158,-0.213412898373973,-0.985596542345863,-0.839674039187665,0.168273564387401,-0.0867508630536883,-0.605167252263392,-0.655855685125346,-0.92387438353349,-0.391951097699884,-0.152802646302157,0.391951099280949,-0.674925937024052,-0.905660194834535,-0.902666349430556,-0.244107549648555,-0.789470134188887,-0.947283090915332,-0.555744447662532
-0.430232238049845,0.997001440485071,1,0.615802344298057,-0.852251046709129,0.388108098722684,0.136978577540255,0.424442819783138,0.595849603588977,0.972676457459111,-0.986518652619109,-0.316322941092405,-0.272966911600429,-0.507034589205818,-0.976112157713195,-0.0193956702333936,-0.359950088374673,-0.227517525783587,-0.974571845029082,-0.811935778484814,0.176203156381946,-0.0789746374599864,-0.604664459543721,-0.651506959866031,-0.924564952804811,-0.386991521055486,-0.14459523005494,0.386991522622929,-0.615802344298057,-0.935755237610013,-0.933260733102625,-0.255405737198082,-0.784981994621157,-0.964349693402057,-0.559697428481462
-0.314031702614411,0.674925937024052,0.615802344298057,1,-0.705945630436863,0.219100418923687,0.0933143331824578,0.302675899889352,0.391539602050358,0.416053615228025,-0.726395520471309,-0.217120576556933,-0.23007806227513,-0.321098362680197,-0.470102880497861,-0.0507806989600264,-0.276165650903571,-0.0034411715612906,-0.742149735797461,-0.807207352795575,0.0331481683114968,-0.130220154349361,-0.395934051125044,-0.465368553858217,-0.59054574072978,-0.300623036942113,-0.177023231293844,0.300623038093889,-1,-0.298386970179804,-0.291690483811159,-0.050040948257724,-0.553057389973395,-0.44952191183946,-0.321502427513249
0.591439173506538,-0.867484798214741,-0.852251046709129,-0.705945630436863,1,-0.185807536430528,-0.207532210458999,-0.558900807322056,-0.676604278213171,-0.775593053967268,0.894998330132394,0.530142136516141,0.604680437493791,0.805253108323161,0.845895790288545,0.0850008530464243,0.375908985386251,0.555251741160716,0.87963115939867,0.806467217678008,0.159347401195468,0.46057775006814,0.68249195502423,0.887922399121103,0.911104698821025,0.664780738803655,0.518648942571895,-0.664780739918048,0.705945630436863,0.716428999729522,0.712797413756838,0.342098424969581,0.78907873403692,0.847005673703361,0.747150308267013
0.354896289986266,0.384990121595396,0.388108098722684,0.219100418923687,-0.185807536430528,1,0.116226671086727,-0.342600516273765,-0.202093688313133,0.383366646571846,-0.369659283220328,0.265568241765383,0.125478937557389,0.239719602585844,-0.352591611639893,-0.068425496080964,-0.195851494099068,0.171955810237664,-0.381972804135336,-0.3323063088352,0.626366208765912,0.454346859724319,0.19509786838502,0.0530174550833242,-0.294179908461152,0.36741259561893,0.427256776866371,-0.36741259521535,-0.219100418923687,-0.372079930241115,-0.371277192664508,0.0492041827259865,-0.205204910481107,-0.334560438502145,-0.0154501762228065
-0.267467085877805,0.137448093640076,0.136978577540255,0.0933143331824578,-0.207532210458999,0.116226671086727,1,0.262862468048346,0.262139457908552,0.130594893683632,-0.149493549632594,-0.251942549108657,-0.223034095152742,-0.170387113124133,-0.159633414766485,-0.112837317048062,-0.152226411666987,-0.185028547463669,-0.150160703661529,-0.16334181529535,-0.0311395659598852,-0.247401454481124,-0.261856877401021,-0.268444021191192,-0.200954930982739,-0.290200190243728,-0.250423575433168,0.290200190326922,-0.0933143331824578,-0.12416692114076,-0.123750724822821,-0.138351246136405,-0.175738624397129,-0.164059351664057,-0.201884380661895
-0.997156215594477,0.427226643296045,0.424442819783138,0.302675899889352,-0.558900807322056,-0.342600516273765,0.262862468048346,1,0.979278883272892,0.400675085673651,-0.456986080417659,-0.945343681374683,-0.74888978476053,-0.668143388204976,-0.457252509930338,-0.533996593004523,-0.643857716761709,-0.262333150990779,-0.492851004765563,-0.592662735719403,-0.641471440029018,-0.602773114014207,-0.977017731525385,-0.813136679544241,-0.548328255327489,-0.885670968795358,-0.626263011691429,0.885670970987904,-0.302675899889352,-0.378688104957733,-0.37728599453043,-0.118023563899254,-0.348546960948397,-0.446647138427585,-0.335990216963868
-0.976330221881286,0.596480358025337,0.595849603588977,0.391539602050358,-0.676604278213171,-0.202093688313133,0.262139457908552,0.979278883272892,1,0.572316051592556,-0.620309904494401,-0.914358422480537,-0.731391943753217,-0.700557574566591,-0.622757627029858,-0.505005883778349,-0.67495453243241,-0.275100338974275,-0.651912374747543,-0.70997088416821,-0.53021082303647,-0.543583080859226,-0.999938703611382,-0.863951252086841,-0.692458177488403,-0.865562470979471,-0.578855313531764,0.865562473282276,-0.391539602050358,-0.546552595387037,-0.544861639102615,-0.158682711126122,-0.477380513628038,-0.610111722357652,-0.414180376914731
-0.404010699097988,0.951794219564354,0.972676457459111,0.416053615228025,-0.775593053967268,0.383366646571846,0.130594893683632,0.400675085673651,0.572316051592556,1,-0.924529556539341,-0.301100602591228,-0.247244006968839,-0.490568343681363,-0.988038950943228,-0.00742196087399282,-0.33405364462642,-0.26157089820065,-0.906099205804388,-0.699225940571787,0.193593887076985,-0.052776021932912,-0.581194664792958,-0.614797267779536,-0.89305675524537,-0.358056306862512,-0.114719625123243,0.358056308332161,-0.416053615228025,-0.992060054612219,-0.991154275074861,-0.280026319904477,-0.743006239768869,-0.980527974805499,-0.551229062251316
