"APWND","APWNN","APWNS","DxP","NxP","SxAP","SxP"
1,0.645223429371981,0.289561286524789,-0.715941898730651,-0.569815140396354,-0.288597096581264,-0.414617404949559
0.645223429371981,1,0.238491597235862,-0.346134888755878,-0.659063553820668,-0.239337929809273,-0.341997956876246
0.289561286524789,0.238491597235862,1,-0.155767692879328,-0.326850950906597,-0.99932603476486,-0.694331232725549
-0.715941898730651,-0.346134888755878,-0.155767692879328,1,0.622200354153783,0.155654443438675,0.411582210794488
-0.569815140396354,-0.659063553820668,-0.326850950906597,0.622200354153783,1,0.328542248800403,0.534797260182023
-0.288597096581264,-0.239337929809273,-0.99932603476486,0.155654443438675,0.328542248800403,1,0.696383914304818
-0.414617404949559,-0.341997956876246,-0.694331232725549,0.411582210794488,0.534797260182023,0.696383914304818,1
