"Metric","Cluster_1_SilScore","Cluster_2_SilScore","Cluster_3_SilScore","Avg_Silhouette_Width","Cluster_1_Size","Cluster_2_Size","Cluster_3_Size"
"APWND","0.457326498003323","0.566114858544322","0.883135106448912","0.753930800240859","22","54","129"
"APWNN","0.545782185902557","0.556845414805657","0.904871178329681","0.665762649518856","58","81","66"
"APWNS","0","0.486138859636867","0.988521691577356","0.971446394741845","1","5","199"
"DxP","0.84229200891655","0.580064738334434","0.557344223905553","0.705108037809364","102","54","49"
"NxP","0.815144443369906","0.568865013467847","0.512779063917704","0.599409776516009","40","101","64"
"SxAP","0.988035746403078","0.526163953763864","0","0.971950894161131","199","5","1"
"SxP","0.949495661390766","0.668087352108965","0","0.892700483761014","166","38","1"
