ontologyAcronym,metricAcronym,result
AMONTOLOGY,APWND,1.0E0
AMONTOLOGY,APWNN,1.0E0
AMONTOLOGY,APWNS,1.0E0
AMONTOLOGY,CWND,9.764706E-1
AMONTOLOGY,CWNN,1.0E0
AMONTOLOGY,CWNS,1.0E0
AMONTOLOGY,DPWND,NaN
AMONTOLOGY,DPWNN,NaN
AMONTOLOGY,DPWNS,NaN
AMONTOLOGY,DxAP,0.0E0
AMONTOLOGY,DxAP,0.0E0
AMONTOLOGY,DxC,2.352941E-2
AMONTOLOGY,DxDP,NaN
AMONTOLOGY,DxOP,0.0E0
AMONTOLOGY,DxP,0.0E0
AMONTOLOGY,DxP,0.0E0
AMONTOLOGY,LRClassPCT,0.0E0
AMONTOLOGY,LRsxC,0.0E0
AMONTOLOGY,LSLD,NaN
AMONTOLOGY,NLR,0.0E0
AMONTOLOGY,NLRC,0.0E0
AMONTOLOGY,NxC,0.0E0
AMONTOLOGY,NxDP,NaN
AMONTOLOGY,NxOP,0.0E0
AMONTOLOGY,OPWND,1.0E0
AMONTOLOGY,OPWNN,1.0E0
AMONTOLOGY,OPWNS,1.0E0
AMONTOLOGY,SYSNAM,NaN
AMONTOLOGY,SxAP,0.0E0
AMONTOLOGY,SxC,0.0E0
AMONTOLOGY,SxC,0.0E0
AMONTOLOGY,SxDP,NaN
AMONTOLOGY,SxOP,0.0E0
LPBFO,APWND,8.75E-1
LPBFO,APWNN,6.25E-1
LPBFO,APWNS,1.0E0
LPBFO,CWND,7.821229E-2
LPBFO,CWNN,0.0E0
LPBFO,CWNS,1.0E0
LPBFO,DPWND,NaN
LPBFO,DPWNN,NaN
LPBFO,DPWNS,NaN
LPBFO,DxAP,1.25E-1
LPBFO,DxAP,3.75E-1
LPBFO,DxC,9.553073E-1
LPBFO,DxDP,NaN
LPBFO,DxOP,5.0E-1
LPBFO,DxP,5.0E-1
LPBFO,DxP,2.0E-1
LPBFO,LRClassPCT,0.0E0
LPBFO,LRsxC,0.0E0
LPBFO,LSLD,NaN
LPBFO,NLR,0.0E0
LPBFO,NLRC,0.0E0
LPBFO,NxC,1.050279E0
LPBFO,NxDP,NaN
LPBFO,NxOP,1.0E0
LPBFO,OPWND,5.0E-1
LPBFO,OPWNN,0.0E0
LPBFO,OPWNS,1.0E0
LPBFO,SYSNAM,NaN
LPBFO,SxAP,0.0E0
LPBFO,SxC,0.0E0
LPBFO,SxC,0.0E0
LPBFO,SxDP,NaN
LPBFO,SxOP,0.0E0
MAMBO,APWND,1.0E0
MAMBO,APWNN,1.0E0
MAMBO,APWNS,1.0E0
MAMBO,CWND,1.0E0
MAMBO,CWNN,0.0E0
MAMBO,CWNS,1.0E0
MAMBO,DPWND,1.0E0
MAMBO,DPWNN,0.0E0
MAMBO,DPWNS,1.0E0
MAMBO,DxAP,0.0E0
MAMBO,DxAP,0.0E0
MAMBO,DxC,0.0E0
MAMBO,DxDP,0.0E0
MAMBO,DxOP,0.0E0
MAMBO,DxP,9.904762E-1
MAMBO,DxP,0.0E0
MAMBO,LRClassPCT,0.0E0
MAMBO,LRsxC,0.0E0
MAMBO,LSLD,NaN
MAMBO,NLR,0.0E0
MAMBO,NLRC,0.0E0
MAMBO,NxC,1.0E0
MAMBO,NxDP,1.0E0
MAMBO,NxOP,1.0E0
MAMBO,OPWND,1.0E0
MAMBO,OPWNN,0.0E0
MAMBO,OPWNS,1.0E0
MAMBO,SYSNAM,NaN
MAMBO,SxAP,0.0E0
MAMBO,SxC,0.0E0
MAMBO,SxC,0.0E0
MAMBO,SxDP,0.0E0
MAMBO,SxOP,0.0E0
MDO-FULL,ANOnto,0.0E0
MDO-FULL,APWND,1.0E0
MDO-FULL,APWNN,1.0E0
MDO-FULL,APWNS,1.0E0
MDO-FULL,AROnto,1.552632E0
MDO-FULL,CBOOnto,9.736842E-1
MDO-FULL,CROnto,0.0E0
MDO-FULL,CWND,NaN
MDO-FULL,CWNN,NaN
MDO-FULL,CWNS,NaN
MDO-FULL,DITOnto,3.0E0
MDO-FULL,DPWND,NaN
MDO-FULL,DPWNN,NaN
MDO-FULL,DPWNS,NaN
MDO-FULL,DxAP,0.0E0
MDO-FULL,DxAP,0.0E0
MDO-FULL,DxC,NaN
MDO-FULL,DxDP,NaN
MDO-FULL,DxOP,NaN
MDO-FULL,DxP,0.0E0
MDO-FULL,DxP,0.0E0
MDO-FULL,INROnto,9.736842E-1
MDO-FULL,LCOMOnto,1.259259E0
MDO-FULL,LRClassPCT,NaN
MDO-FULL,LRsxC,NaN
MDO-FULL,LSLD,NaN
MDO-FULL,NACOnto,1.0E0
MDO-FULL,NLR,0.0E0
MDO-FULL,NLRC,0.0E0
MDO-FULL,NOCOnto,5.285714E0
MDO-FULL,NOMOnto,0.0E0
MDO-FULL,NxC,NaN
MDO-FULL,NxDP,NaN
MDO-FULL,NxOP,NaN
MDO-FULL,OPWND,NaN
MDO-FULL,OPWNN,NaN
MDO-FULL,OPWNS,NaN
MDO-FULL,POnto,0.0E0
MDO-FULL,PROnto,0.0E0
MDO-FULL,RFCOnto,9.736842E-1
MDO-FULL,RROnto,1.0E0
MDO-FULL,SYSNAM,NaN
MDO-FULL,SxAP,0.0E0
MDO-FULL,SxC,NaN
MDO-FULL,SxC,0.0E0
MDO-FULL,SxDP,NaN
MDO-FULL,SxOP,NaN
MDO-FULL,TMOnto,0.0E0
MDO-FULL,TMOnto2,0.0E0
MDO-FULL,WMCOnto,1.096774E0
MDO-FULL,WMCOnto2,8.709677E-1
MM,APWND,1.0E0
MM,APWNN,1.0E0
MM,APWNS,1.0E0
MM,CWND,4.3E-1
MM,CWNN,1.28E-1
MM,CWNS,9.9E-1
MM,DPWND,NaN
MM,DPWNN,NaN
MM,DPWNS,NaN
MM,DxAP,0.0E0
MM,DxAP,0.0E0
MM,DxC,5.84E-1
MM,DxDP,NaN
MM,DxOP,0.0E0
MM,DxP,0.0E0
MM,DxP,0.0E0
MM,LRClassPCT,0.0E0
MM,LRsxC,0.0E0
MM,LSLD,NaN
MM,NLR,0.0E0
MM,NLRC,0.0E0
MM,NxC,8.78E-1
MM,NxDP,NaN
MM,NxOP,0.0E0
MM,OPWND,1.0E0
MM,OPWNN,1.0E0
MM,OPWNS,1.0E0
MM,SYSNAM,NaN
MM,SxAP,0.0E0
MM,SxC,1.0E-2
MM,SxC,0.0E0
MM,SxDP,NaN
MM,SxOP,0.0E0
NMRRVOCAB,ANOnto,0.0E0
NMRRVOCAB,AROnto,0.0E0
NMRRVOCAB,CBOOnto,2.0E0
NMRRVOCAB,CROnto,3.313333E2
NMRRVOCAB,DITOnto,2.0E0
NMRRVOCAB,INROnto,6.666667E-1
NMRRVOCAB,LCOMOnto,1.0E0
NMRRVOCAB,NACOnto,1.0E0
NMRRVOCAB,NOCOnto,2.0E0
NMRRVOCAB,NOMOnto,0.0E0
NMRRVOCAB,POnto,0.0E0
NMRRVOCAB,PROnto,0.0E0
NMRRVOCAB,RFCOnto,6.666667E-1
NMRRVOCAB,RROnto,1.0E0
NMRRVOCAB,TMOnto,0.0E0
NMRRVOCAB,TMOnto2,0.0E0
NMRRVOCAB,WMCOnto,1.0E0
NMRRVOCAB,WMCOnto2,1.0E0
PMDCO,APWND,7.619048E-1
PMDCO,APWNN,1.0E0
PMDCO,APWNS,1.0E0
PMDCO,CWND,4.545455E-2
PMDCO,CWNN,7.575758E-3
PMDCO,CWNS,9.886364E-1
PMDCO,DPWND,0.0E0
PMDCO,DPWNN,0.0E0
PMDCO,DPWNS,1.0E0
PMDCO,DxAP,2.380952E-1
PMDCO,DxAP,0.0E0
PMDCO,DxC,1.57197E0
PMDCO,DxDP,1.0E0
PMDCO,DxOP,6.0E-1
PMDCO,DxP,6.09375E-1
PMDCO,DxP,5.3125E-1
PMDCO,LRClassPCT,0.0E0
PMDCO,LRsxC,0.0E0
PMDCO,LSLD,NaN
PMDCO,NLR,0.0E0
PMDCO,NLRC,0.0E0
PMDCO,NxC,1.943182E0
PMDCO,NxDP,1.125E0
PMDCO,NxOP,8.571429E-1
PMDCO,OPWND,4.285714E-1
PMDCO,OPWNN,1.428571E-1
PMDCO,OPWNS,5.428571E-1
PMDCO,SYSNAM,NaN
PMDCO,SxAP,0.0E0
PMDCO,SxC,1.893939E-2
PMDCO,SxC,2.5E-1
PMDCO,SxDP,0.0E0
PMDCO,SxOP,4.571429E-1
VIMMP_ONTOLOGIES,APWND,1.0E0
VIMMP_ONTOLOGIES,APWNN,1.0E0
VIMMP_ONTOLOGIES,APWNS,1.0E0
VIMMP_ONTOLOGIES,CWND,3.626272E-1
VIMMP_ONTOLOGIES,CWNN,9.417206E-1
VIMMP_ONTOLOGIES,CWNS,1.0E0
VIMMP_ONTOLOGIES,DPWND,6.910995E-1
VIMMP_ONTOLOGIES,DPWNN,1.0E0
VIMMP_ONTOLOGIES,DPWNS,1.0E0
VIMMP_ONTOLOGIES,DxAP,0.0E0
VIMMP_ONTOLOGIES,DxAP,0.0E0
VIMMP_ONTOLOGIES,DxC,6.540241E-1
VIMMP_ONTOLOGIES,DxDP,3.089005E-1
VIMMP_ONTOLOGIES,DxOP,4.87931E-1
VIMMP_ONTOLOGIES,DxP,3.291139E-2
VIMMP_ONTOLOGIES,DxP,4.329114E-1
VIMMP_ONTOLOGIES,LRClassPCT,0.0E0
VIMMP_ONTOLOGIES,LRsxC,0.0E0
VIMMP_ONTOLOGIES,LSLD,NaN
VIMMP_ONTOLOGIES,NLR,0.0E0
VIMMP_ONTOLOGIES,NLRC,0.0E0
VIMMP_ONTOLOGIES,NxC,5.827937E-2
VIMMP_ONTOLOGIES,NxDP,0.0E0
VIMMP_ONTOLOGIES,NxOP,4.482759E-2
VIMMP_ONTOLOGIES,OPWND,5.12069E-1
VIMMP_ONTOLOGIES,OPWNN,9.551724E-1
VIMMP_ONTOLOGIES,OPWNS,1.0E0
VIMMP_ONTOLOGIES,SYSNAM,NaN
VIMMP_ONTOLOGIES,SxAP,0.0E0
VIMMP_ONTOLOGIES,SxC,0.0E0
VIMMP_ONTOLOGIES,SxC,0.0E0
VIMMP_ONTOLOGIES,SxDP,0.0E0
VIMMP_ONTOLOGIES,SxOP,0.0E0
