ontologyAcronym,metricAcronym,result
ACTRIS_CL,ANOnto,0.0E0
ACTRIS_CL,ANOnto,0.0E0
ACTRIS_CL,ANOnto,0.0E0
ACTRIS_CL,ANOnto,0.0E0
ACTRIS_CL,ANOnto,0.0E0
ACTRIS_CL,ANOnto,0.0E0
ACTRIS_CL,ANOnto,0.0E0
ACTRIS_CL,ANOnto,0.0E0
ACTRIS_CL,ANOnto,0.0E0
ACTRIS_CL,ANOnto,0.0E0
ACTRIS_CL,ANOnto,0.0E0
ACTRIS_CL,ANOnto,0.0E0
ACTRIS_CL,AROnto,0.0E0
ACTRIS_CL,AROnto,0.0E0
ACTRIS_CL,AROnto,0.0E0
ACTRIS_CL,AROnto,0.0E0
ACTRIS_CL,AROnto,0.0E0
ACTRIS_CL,AROnto,0.0E0
ACTRIS_CL,AROnto,0.0E0
ACTRIS_CL,AROnto,0.0E0
ACTRIS_CL,AROnto,0.0E0
ACTRIS_CL,AROnto,0.0E0
ACTRIS_CL,AROnto,0.0E0
ACTRIS_CL,AROnto,0.0E0
ACTRIS_CL,CBOOnto,2.0E0
ACTRIS_CL,CBOOnto,2.0E0
ACTRIS_CL,CBOOnto,2.0E0
ACTRIS_CL,CBOOnto,2.0E0
ACTRIS_CL,CBOOnto,2.0E0
ACTRIS_CL,CBOOnto,7.0E0
ACTRIS_CL,CBOOnto,6.0E0
ACTRIS_CL,CBOOnto,1.0E1
ACTRIS_CL,CBOOnto,6.0E0
ACTRIS_CL,CBOOnto,1.007937E0
ACTRIS_CL,CBOOnto,2.0E0
ACTRIS_CL,CBOOnto,3.0E0
ACTRIS_CL,CROnto,3.266667E1
ACTRIS_CL,CROnto,1.438333E3
ACTRIS_CL,CROnto,1.023333E2
ACTRIS_CL,CROnto,6.933333E1
ACTRIS_CL,CROnto,3.026667E2
ACTRIS_CL,CROnto,1.315E2
ACTRIS_CL,CROnto,2.765714E2
ACTRIS_CL,CROnto,7.090909E0
ACTRIS_CL,CROnto,3.742857E1
ACTRIS_CL,CROnto,0.0E0
ACTRIS_CL,CROnto,1.666667E0
ACTRIS_CL,CROnto,3.0E0
ACTRIS_CL,DITOnto,2.0E0
ACTRIS_CL,DITOnto,2.0E0
ACTRIS_CL,DITOnto,2.0E0
ACTRIS_CL,DITOnto,2.0E0
ACTRIS_CL,DITOnto,2.0E0
ACTRIS_CL,DITOnto,2.0E0
ACTRIS_CL,DITOnto,2.0E0
ACTRIS_CL,DITOnto,2.0E0
ACTRIS_CL,DITOnto,2.0E0
ACTRIS_CL,DITOnto,9.0E0
ACTRIS_CL,DITOnto,2.0E0
ACTRIS_CL,DITOnto,2.0E0
ACTRIS_CL,INROnto,6.666667E-1
ACTRIS_CL,INROnto,6.666667E-1
ACTRIS_CL,INROnto,6.666667E-1
ACTRIS_CL,INROnto,6.666667E-1
ACTRIS_CL,INROnto,6.666667E-1
ACTRIS_CL,INROnto,8.75E-1
ACTRIS_CL,INROnto,8.571429E-1
ACTRIS_CL,INROnto,9.090909E-1
ACTRIS_CL,INROnto,8.571429E-1
ACTRIS_CL,INROnto,9.921875E-1
ACTRIS_CL,INROnto,6.666667E-1
ACTRIS_CL,INROnto,7.5E-1
ACTRIS_CL,LCOMOnto,1.0E0
ACTRIS_CL,LCOMOnto,1.0E0
ACTRIS_CL,LCOMOnto,1.0E0
ACTRIS_CL,LCOMOnto,1.0E0
ACTRIS_CL,LCOMOnto,1.0E0
ACTRIS_CL,LCOMOnto,1.0E0
ACTRIS_CL,LCOMOnto,1.0E0
ACTRIS_CL,LCOMOnto,1.0E0
ACTRIS_CL,LCOMOnto,1.0E0
ACTRIS_CL,LCOMOnto,5.085366E0
ACTRIS_CL,LCOMOnto,1.0E0
ACTRIS_CL,LCOMOnto,1.0E0
ACTRIS_CL,NACOnto,1.0E0
ACTRIS_CL,NACOnto,1.0E0
ACTRIS_CL,NACOnto,1.0E0
ACTRIS_CL,NACOnto,1.0E0
ACTRIS_CL,NACOnto,1.0E0
ACTRIS_CL,NACOnto,1.0E0
ACTRIS_CL,NACOnto,1.0E0
ACTRIS_CL,NACOnto,1.0E0
ACTRIS_CL,NACOnto,1.0E0
ACTRIS_CL,NACOnto,1.0E0
ACTRIS_CL,NACOnto,1.0E0
ACTRIS_CL,NACOnto,1.0E0
ACTRIS_CL,NOCOnto,2.0E0
ACTRIS_CL,NOCOnto,2.0E0
ACTRIS_CL,NOCOnto,2.0E0
ACTRIS_CL,NOCOnto,2.0E0
ACTRIS_CL,NOCOnto,2.0E0
ACTRIS_CL,NOCOnto,7.0E0
ACTRIS_CL,NOCOnto,6.0E0
ACTRIS_CL,NOCOnto,1.0E1
ACTRIS_CL,NOCOnto,6.0E0
ACTRIS_CL,NOCOnto,2.76087E0
ACTRIS_CL,NOCOnto,2.0E0
ACTRIS_CL,NOCOnto,3.0E0
ACTRIS_CL,NOMOnto,0.0E0
ACTRIS_CL,NOMOnto,0.0E0
ACTRIS_CL,NOMOnto,0.0E0
ACTRIS_CL,NOMOnto,0.0E0
ACTRIS_CL,NOMOnto,0.0E0
ACTRIS_CL,NOMOnto,0.0E0
ACTRIS_CL,NOMOnto,0.0E0
ACTRIS_CL,NOMOnto,0.0E0
ACTRIS_CL,NOMOnto,0.0E0
ACTRIS_CL,NOMOnto,0.0E0
ACTRIS_CL,NOMOnto,0.0E0
ACTRIS_CL,NOMOnto,0.0E0
ACTRIS_CL,POnto,0.0E0
ACTRIS_CL,POnto,0.0E0
ACTRIS_CL,POnto,0.0E0
ACTRIS_CL,POnto,0.0E0
ACTRIS_CL,POnto,0.0E0
ACTRIS_CL,POnto,0.0E0
ACTRIS_CL,POnto,0.0E0
ACTRIS_CL,POnto,0.0E0
ACTRIS_CL,POnto,0.0E0
ACTRIS_CL,POnto,9.921875E-1
ACTRIS_CL,POnto,0.0E0
ACTRIS_CL,POnto,0.0E0
ACTRIS_CL,PROnto,0.0E0
ACTRIS_CL,PROnto,0.0E0
ACTRIS_CL,PROnto,0.0E0
ACTRIS_CL,PROnto,0.0E0
ACTRIS_CL,PROnto,0.0E0
ACTRIS_CL,PROnto,0.0E0
ACTRIS_CL,PROnto,0.0E0
ACTRIS_CL,PROnto,0.0E0
ACTRIS_CL,PROnto,0.0E0
ACTRIS_CL,PROnto,0.0E0
ACTRIS_CL,PROnto,0.0E0
ACTRIS_CL,PROnto,0.0E0
ACTRIS_CL,RFCOnto,6.666667E-1
ACTRIS_CL,RFCOnto,6.666667E-1
ACTRIS_CL,RFCOnto,6.666667E-1
ACTRIS_CL,RFCOnto,6.666667E-1
ACTRIS_CL,RFCOnto,6.666667E-1
ACTRIS_CL,RFCOnto,8.75E-1
ACTRIS_CL,RFCOnto,8.571429E-1
ACTRIS_CL,RFCOnto,9.090909E-1
ACTRIS_CL,RFCOnto,8.571429E-1
ACTRIS_CL,RFCOnto,9.921875E-1
ACTRIS_CL,RFCOnto,6.666667E-1
ACTRIS_CL,RFCOnto,7.5E-1
ACTRIS_CL,RROnto,1.0E0
ACTRIS_CL,RROnto,1.0E0
ACTRIS_CL,RROnto,1.0E0
ACTRIS_CL,RROnto,1.0E0
ACTRIS_CL,RROnto,1.0E0
ACTRIS_CL,RROnto,1.0E0
ACTRIS_CL,RROnto,1.0E0
ACTRIS_CL,RROnto,1.0E0
ACTRIS_CL,RROnto,1.0E0
ACTRIS_CL,RROnto,1.0E0
ACTRIS_CL,RROnto,1.0E0
ACTRIS_CL,RROnto,1.0E0
ACTRIS_CL,TMOnto,0.0E0
ACTRIS_CL,TMOnto,0.0E0
ACTRIS_CL,TMOnto,0.0E0
ACTRIS_CL,TMOnto,0.0E0
ACTRIS_CL,TMOnto,0.0E0
ACTRIS_CL,TMOnto,0.0E0
ACTRIS_CL,TMOnto,0.0E0
ACTRIS_CL,TMOnto,0.0E0
ACTRIS_CL,TMOnto,0.0E0
ACTRIS_CL,TMOnto,0.0E0
ACTRIS_CL,TMOnto,0.0E0
ACTRIS_CL,TMOnto,0.0E0
ACTRIS_CL,TMOnto2,0.0E0
ACTRIS_CL,TMOnto2,0.0E0
ACTRIS_CL,TMOnto2,0.0E0
ACTRIS_CL,TMOnto2,0.0E0
ACTRIS_CL,TMOnto2,0.0E0
ACTRIS_CL,TMOnto2,0.0E0
ACTRIS_CL,TMOnto2,0.0E0
ACTRIS_CL,TMOnto2,0.0E0
ACTRIS_CL,TMOnto2,0.0E0
ACTRIS_CL,TMOnto2,0.0E0
ACTRIS_CL,TMOnto2,0.0E0
ACTRIS_CL,TMOnto2,0.0E0
ACTRIS_CL,WMCOnto,1.0E0
ACTRIS_CL,WMCOnto,1.0E0
ACTRIS_CL,WMCOnto,1.0E0
ACTRIS_CL,WMCOnto,1.0E0
ACTRIS_CL,WMCOnto,1.0E0
ACTRIS_CL,WMCOnto,1.0E0
ACTRIS_CL,WMCOnto,1.0E0
ACTRIS_CL,WMCOnto,1.0E0
ACTRIS_CL,WMCOnto,1.0E0
ACTRIS_CL,WMCOnto,5.085366E0
ACTRIS_CL,WMCOnto,1.0E0
ACTRIS_CL,WMCOnto,1.0E0
