ontologyAcronym,metricAcronym,result
SDNDEV,POnto,0.0E0
SDNDEV,PROnto,0.0E0
SDNDEV,RFCOnto,6.666667E-1
SDNDEV,RROnto,1.0E0
SDNDEV,SYSNAM,NaN
SDNDEV,SxAP,0.0E0
SDNDEV,SxC,0.0E0
SDNDEV,SxDP,NaN
SDNDEV,SxOP,NaN
SDNDEV,SxP,0.0E0
SDNDEV,TMOnto,0.0E0
SDNDEV,TMOnto2,0.0E0
SDNDEV,WMCOnto,1.0E0
SDNDEV,WMCOnto2,1.0E0
SOSA,ANOnto,1.705882E0
SOSA,APWND,1.0E0
SOSA,APWNN,1.0E0
SOSA,APWNS,1.0E0
SOSA,AROnto,2.164706E1
SOSA,CBOOnto,1.6E1
SOSA,CROnto,5.882353E-2
SOSA,CWND,1.875E-1
SOSA,CWNN,1.875E-1
SOSA,CWNS,1.0E0
SOSA,DITOnto,2.0E0
SOSA,DPWND,0.0E0
SOSA,DPWNN,0.0E0
SOSA,DPWNS,1.0E0
SOSA,DxC,1.8125E0
SOSA,DxDP,2.0E0
SOSA,DxOP,2.0E0
SOSA,DxP,1.15E0
SOSA,INROnto,9.411765E-1
SOSA,LCOMOnto,1.0E0
SOSA,LRClassPCT,0.0E0
SOSA,LRsxC,6.25E-2
SOSA,LSLD,NaN
SOSA,NACOnto,1.0E0
SOSA,NLR,1.0E0
SOSA,NLRC,0.0E0
SOSA,NOCOnto,1.6E1
SOSA,NOMOnto,2.470588E0
SOSA,NxC,8.125E-1
SOSA,NxDP,1.0E0
SOSA,NxOP,1.0E0
SOSA,NxP,5.75E-1
SOSA,OPWND,0.0E0
SOSA,OPWNN,0.0E0
SOSA,OPWNS,1.0E0
SOSA,POnto,0.0E0
SOSA,PROnto,7.241379E-1
SOSA,RFCOnto,3.411765E0
SOSA,RROnto,2.758621E-1
SOSA,SYSNAM,NaN
SOSA,SxAP,0.0E0
SOSA,SxC,0.0E0
SOSA,SxDP,0.0E0
SOSA,SxOP,0.0E0
SOSA,SxP,0.0E0
SOSA,TMOnto,0.0E0
SOSA,TMOnto2,0.0E0
SOSA,WMCOnto,1.0E0
SOSA,WMCOnto2,1.0E0
SSN,ANOnto,5.217391E-1
SSN,APWND,1.0E0
SSN,APWNN,1.0E0
SSN,APWNS,1.0E0
SSN,AROnto,3.634783E1
SSN,CBOOnto,2.875E0
SSN,CROnto,4.347826E-2
SSN,CWND,9.52381E-2
SSN,CWNN,9.52381E-2
SSN,CWNS,1.0E0
SSN,DITOnto,3.0E0
SSN,DPWND,0.0E0
SSN,DPWNN,0.0E0
SSN,DPWNS,1.0E0
SSN,DxC,1.952381E0
SSN,DxDP,2.0E0
SSN,DxOP,2.0E0
SSN,DxP,1.384615E0
SSN,INROnto,1.0E0
SSN,LCOMOnto,1.368421E0
SSN,LRClassPCT,0.0E0
SSN,LRsxC,0.0E0
SSN,LSLD,NaN
SSN,NACOnto,1.055556E0
SSN,NLR,0.0E0
SSN,NLRC,0.0E0
SSN,NOCOnto,4.6E0
SSN,NOMOnto,4.956522E0
SSN,NxC,9.047619E-1
SSN,NxDP,1.0E0
SSN,NxOP,1.0E0
SSN,NxP,6.923077E-1
SSN,OPWND,0.0E0
SSN,OPWNN,0.0E0
SSN,OPWNS,1.0E0
SSN,POnto,3.043478E-1
SSN,PROnto,8.321168E-1
SSN,RFCOnto,5.956522E0
