Repository,OQUARE.xml,OQUARE.ttl,HURON_long.tsv,HURON_wide.tsv,HURON.ttl,OntologyFilename
rest.matportal.org,T,T,T,T,T,mdo-full-20210415-owl__mdo-full.owl
rest.matportal.org,F,F,T,T,T,pmdco-20230524-owl__pmdco-core.ttl
rest.matportal.org,F,F,T,T,T,mm-20211019-owl__materialsmine.ttl
rest.matportal.org,F,F,T,T,T,mambo-20240504-owl__mambo.owl
rest.matportal.org,F,F,T,T,T,amontology-20210415-owl__AMOntology-vFinal1.owl
rest.matportal.org,T,T,T,T,T,nmrrvocab-20210415-skos__NMRRVocab20171102.rdf
rest.matportal.org,F,F,T,T,T,vimmp_ontologies-20210825-owl__combined-vimmp-ontologies.owl
rest.matportal.org,F,F,T,T,T,lpbfo-20221013-owl__LPBFO.owl
