Ontology	NumberOfLexicalRegularitiesMetric	NumberOfLexicalRegularityClassesMetric	LexicalRegularitiesPerClassMetric	LexicalRegularityClassPercentageMetric	LexicallySuggestLogicallyDefineMetric	SystematicNamingMetric	NumberOfClassesMetric	NamesPerClassMetric	NamesPerPropertyMetric	DescriptionsPerAnnotationPropertyMetric	NamesPerDataPropertyMetric	NamesPerObjectPropertyMetric	SynonymsPerClassMetric	SynonymsPerPropertyMetric	SynonymsPerAnnotationPropertyMetric	SynonymsPerDataPropertyMetric	SynonymsPerObjectPropertyMetric	DescriptionsPerClassMetric	DescriptionsPerPropertyMetric	DescriptionsPerDataPropertyMetric	DescriptionsPerObjectPropertyMetric	ClassesWithNoNameMetric	ClassesWithNoDescriptionMetric	ClassesWithNoSynonymMetric	ObjectPropertiesWithNoNameMetric	ObjectPropertiesWithNoDescriptionMetric	ObjectPropertiesWithNoSynonymMetric	DataPropertiesWithNoNameMetric	DataPropertiesWithNoDescriptionMetric	DataPropertiesWithNoSynonymMetric	AnnotationPropertiesWithNoNameMetric	AnnotationPropertiesWithNoDescriptionMetric	AnnotationPropertiesWithNoSynonymMetric
"https://saref.etsi.org/core/v3.1.1/"	3	3	0.037	0.037	1	1	81	1	0.722	0	1	1	0	0	0	0	0	1	0.722	1	1	0	0	1	0	0	1	0	0	1	1	1	1
