"ANOnto","APWND","APWNN","APWNS","AROnto","CBOOnto","CROnto","DITOnto","DxP","INROnto","LCOMOnto","NACOnto","NLR","NLRC","NOCOnto","NOMOnto","NxP","POnto","PROnto","RFCOnto","RROnto","SxAP","SxP","TMOnto","TMOnto2","WMCOnto","WMCOnto2"
1,-0.106147820305899,-0.158538833074155,-0.0869924066675058,0.246419321401782,0.109433708797601,-0.121565270105406,0.262799943209855,0.42203153070423,0.296180911222137,0.279515745237066,0.144024435679385,0.368572131456002,0.375882311423808,-0.309901981699589,0.00187273060433655,0.44418140232761,0.459964915772701,0.36607483247255,0.00189459321943735,-0.366074832039749,0.0847059083357214,0.202705272984627,0.22093417347003,0.3268772591606,0.13734663975744,0.121979008231101
-0.106147820305899,1,0.731913429600756,0.079260032424524,-0.562645389629227,0.0805115939828978,0.0720924313090363,-0.248847191814592,-0.282693042926256,-0.330560010451013,-0.301385832719308,-0.197626065351444,-0.123213760103233,-0.132473517339365,-0.0163396939145652,0.0532682320348701,-0.38673340081744,-0.364437469249378,-0.169049240321897,0.053231237316035,0.169049241454211,-0.0659886485905691,-0.504086730671102,-0.436830978595426,-0.237954879364675,-0.407045647322742,-0.402489519098658
-0.158538833074155,0.731913429600756,1,0.19626789995361,-0.392304261256602,0.17094146116679,0.138790222698406,-0.368190868414481,-0.0805652274777627,-0.361608356413606,-0.448588981320177,-0.188055646075138,-0.154272130212171,-0.20617685349718,0.0279385811024179,0.0965046150805456,-0.420635176977861,-0.500474824127915,0.0688074823930788,0.0964724959612538,-0.0688074859788735,-0.187483913820683,-0.415243546662123,-0.457053027108241,-0.326833111654319,-0.326781778299192,-0.280593061159077
-0.0869924066675058,0.079260032424524,0.19626789995361,1,-0.0958075171297578,0.0454285647891407,0.0452076824802197,-0.0148659193390074,0.0198483921585759,-0.22526139492713,0.0368006262461289,-0.22560030465223,0.0906577068217226,-0.0100325011464604,0.0135691676777784,0.0300852772881763,-0.0273350425731972,-0.214244756529455,0.0475220766058171,0.0300700411268635,-0.0475220729552342,-0.999632176485548,-0.501442255031105,-0.394040463006832,-0.154538531514842,0.0383916726654607,-0.00643495660660797
0.246419321401782,-0.562645389629227,-0.392304261256602,-0.0958075171297578,1,-0.0628357038291021,-0.0859183434599822,0.18387435616369,0.316609756766185,0.042484012715992,0.165994063280632,-0.064682882886965,0.0982548194068279,0.111617355431648,-0.125679954555342,-0.0393933026608744,0.546721911863365,0.219222521039042,0.429102526708116,-0.039371578035927,-0.429102531270815,0.0773002970086086,0.69308275279755,-0.0119332084013441,0.289081667434047,0.00340599467050435,-0.0255154216942693
0.109433708797601,0.0805115939828978,0.17094146116679,0.0454285647891407,-0.0628357038291021,1,0.272692890358605,-0.270542355784868,0.335825534268292,-0.205442347466392,-0.331509392808516,-0.110710727103748,-0.130177530230407,-0.0960019258340011,0.078543394074179,0.198256190523929,0.00517585444396036,-0.430625686725471,0.201124675841578,0.198246815930752,-0.2011246747051,-0.0453150944700274,-0.0919231302482867,-0.121986062507591,-0.298980222311595,-0.128672568157675,-0.053236039502253
-0.121565270105406,0.0720924313090363,0.138790222698406,0.0452076824802197,-0.0859183434599822,0.272692890358605,1,-0.225496188659778,0.0474847348170825,-0.230241952461557,-0.277573706706275,-0.128800148343415,-0.0598295028793536,-0.0188089519283859,-0.0443235370472285,0.919055717684585,-0.0170024646035102,-0.342667612720448,0.177908163110574,0.91904841016462,-0.177908150982934,-0.0444474082768589,-0.0932881217693909,-0.138638402396241,-0.289939334310899,-0.138422277986139,-0.0829723225605784
0.262799943209855,-0.248847191814592,-0.368190868414481,-0.0148659193390074,0.18387435616369,-0.270542355784868,-0.225496188659778,1,-0.114894683474638,0.571016787675046,0.945593974555082,0.399236663431654,0.0818337479265037,-0.0427133390239924,-0.185485005136467,-0.14431139636372,0.28508329324714,0.638555284806796,-0.142299581741322,-0.144265006443028,0.142299584051426,0.0151251234027892,0.336233087983153,0.421703282644091,0.640021511372636,0.625131093195503,0.465854590351406
0.42203153070423,-0.282693042926256,-0.0805652274777627,0.0198483921585759,0.316609756766185,0.335825534268292,0.0474847348170825,-0.114894683474638,1,-0.0361746281319755,-0.206834896037129,-0.141620183752746,0.169044245241168,0.445272782024882,-0.0383430951898679,0.124951717121749,0.586072600619452,-0.108591554409235,0.660351546246673,0.124958386729392,-0.660351544793853,-0.0253865461775803,0.236381909241097,-0.0225486962712251,-0.0469834909253894,-0.109214063152625,-0.0472613706380954
0.296180911222137,-0.330560010451013,-0.361608356413606,-0.22526139492713,0.042484012715992,-0.205442347466392,-0.230241952461557,0.571016787675046,-0.0361746281319755,1,0.627634916988654,0.849658726096068,0.203173352595981,0.0722307258833461,-0.032618362136603,-0.120476201203812,0.299668689266415,0.655681229853506,0.0274323405079135,-0.120425191163342,-0.0274323382836113,0.227583231620982,0.181836768910946,0.762180906524098,0.609170276523549,0.733211673122621,0.705839671064176
