"Metric","Stability_max_k","Stability_max_k_stab","Stability_max_k_qual","Quality_max_k","Quality_max_k_stab","Quality_max_k_qual","Global_optimal_k"
"APWND","2",0.99419963136538,0.769240976138583,"2",0.99419963136538,0.769240976138583,"2"
"APWNN","2",0.975823835667255,0.623743577092243,"3",0.960136520148824,0.665762649518856,"3"
"APWNS","3",0.760000419972045,0.971446394741845,"2",0.717660241569633,0.984580034092568,"3"
"DxP","2",0.99305675194314,0.734958850775924,"2",0.99305675194314,0.734958850775924,"2"
"NxP","3",0.964616191144596,0.599409776516009,"3",0.964616191144596,0.599409776516009,"3"
"SxAP","3",0.768472114184209,0.971950894161131,"2",0.717660241569633,0.984165530752441,"3"
"SxP","2",0.980627080701512,0.877672300706266,"3",0.713415937530804,0.892700483761014,"2"
