"ANOnto","APWND","APWNN","APWNS","AROnto","CBOOnto","CROnto","DITOnto","DxP","INROnto","LCOMOnto","NACOnto","NLR","NLRC","NOCOnto","NOMOnto","NxP","POnto","PROnto","RFCOnto","RROnto","SxAP","SxP","TMOnto","TMOnto2","WMCOnto","WMCOnto2"
1,-0.153183324326885,-0.153183324326885,NA,0.664288735388479,0.712847665442767,-0.166627979902644,0.204145198564019,0.81854379965919,0.400064787852125,0.117646626797368,0.174430220762827,0.931446664828852,NA,0.449595801873126,0.656467102797011,0.798986876985953,0.236491295689825,0.81929731165076,0.666115737658731,-0.81929731165076,NA,NA,0.217483393420481,0.217483393420481,0.191731553128028,0.0914220455639647
-0.153183324326885,1,1,NA,-0.532476154414412,0.145823960678836,0.107256168694063,-0.540061724867322,-0.205324647721342,-0.568534656993318,-0.448996739456312,-0.93206755125583,0.0625,NA,0.0202658840879382,-0.136914949097207,-0.396798430293757,-0.0614930854671655,-0.354010767533605,-0.198667803476901,0.354010767533605,NA,NA,0.0625,0.0625,-0.699724113519171,-0.33265852033086
-0.153183324326885,1,1,NA,-0.532476154414412,0.145823960678836,0.107256168694063,-0.540061724867322,-0.205324647721342,-0.568534656993318,-0.448996739456312,-0.93206755125583,0.0625,NA,0.0202658840879382,-0.136914949097207,-0.396798430293757,-0.0614930854671655,-0.354010767533605,-0.198667803476901,0.354010767533605,NA,NA,0.0625,0.0625,-0.699724113519171,-0.33265852033086
NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.664288735388479,-0.532476154414412,-0.532476154414412,NA,1,0.193055942389783,-0.215121819198192,0.702959700937213,0.915078783282273,0.672263915579193,0.440549814362878,0.613927047163221,0.353202826331985,NA,0.261937522444352,0.898351376433074,0.966987790001137,0.744328312145333,0.954963635481703,0.926923216381004,-0.954963635481703,NA,NA,0.678260359982175,0.678260359982175,0.601524258912728,0.250789264225454
0.712847665442767,0.145823960678836,0.145823960678836,NA,0.193055942389783,1,-0.0969249893679809,-0.237423455090242,0.427579391457187,0.175168982295814,-0.247835366994449,-0.209539162253176,0.800667280126559,NA,0.476729975677257,0.275288778516682,0.371240542974728,-0.080105669384888,0.400194000087593,0.280246559550458,-0.400194000087593,NA,NA,-0.062020048732525,-0.062020048732525,-0.00407006665480494,0.122517543692205
-0.166627979902644,0.107256168694063,0.107256168694063,NA,-0.215121819198192,-0.0969249893679809,1,-0.198617815251835,-0.184822360400292,-0.245864645617108,-0.183123851913526,-0.157973137901082,-0.107260681982154,NA,-0.223724293657202,-0.17058810608099,-0.195247348512191,-0.120571007523903,-0.193873264510116,-0.190571214662261,0.193873264510116,NA,NA,-0.107264842056466,-0.107264842056466,-0.0352099603927482,0.0654566364360187
0.204145198564019,-0.540061724867322,-0.540061724867322,NA,0.702959700937213,-0.237423455090242,-0.198617815251835,1,0.505540395056741,0.788442258295783,0.921972105834215,0.795392821788664,-0.115727512471569,NA,0.0503449356318,0.560488744026856,0.584435660073816,0.607061604386281,0.558724134974607,0.623759404783422,-0.558724134974607,NA,NA,0.540061724867322,0.540061724867322,0.177344042259377,-0.329496054877169
0.81854379965919,-0.205324647721342,-0.205324647721342,NA,0.915078783282273,0.427579391457187,-0.184822360400292,0.505540395056741,1,0.480020271336404,0.253002494086054,0.294798232535899,0.580946383189231,NA,0.260900102717419,0.968640356309484,0.979821295806913,0.746942752535332,0.987725315006271,0.969294823770775,-0.987725315006271,NA,NA,0.72143790062144,0.72143790062144,0.415006699309588,0.196100555527612
0.400064787852125,-0.568534656993318,-0.568534656993318,NA,0.672263915579193,0.175168982295814,-0.245864645617108,0.788442258295783,0.480020271336404,1,0.767392246175141,0.742074869298453,0.170799526608093,NA,0.559962900130572,0.440282434797439,0.566315511443511,0.329145524147321,0.54777134636898,0.536861778726147,-0.54777134636898,NA,NA,0.258632723010154,0.258632723010154,0.172986195680773,-0.251999661074562
0.117646626797368,-0.448996739456312,-0.448996739456312,NA,0.440549814362878,-0.247835366994449,-0.183123851913526,0.921972105834215,0.253002494086054,0.767392246175141,1,0.738524147583262,-0.106697538376368,NA,0.105056679847225,0.273445381786395,0.328985330142674,0.299013059967726,0.30740008345588,0.351447825281465,-0.30740008345588,NA,NA,0.243323561652344,0.243323561652344,-0.136071268176518,-0.616034475940762
0.174430220762827,-0.93206755125583,-0.93206755125583,NA,0.613927047163221,-0.209539162253176,-0.157973137901082,0.795392821788664,0.294798232535899,0.742074869298453,0.738524147583262,1,-0.092048832703344,NA,0.0214483797946267,0.258850311874157,0.466841066720648,0.217925131602259,0.4259204286787,0.334615737482801,-0.4259204286787,NA,NA,0.102345135607886,0.102345135607886,0.499318437909645,0.0247596056107443
0.931446664828852,0.0625,0.0625,NA,0.353202826331985,0.800667280126559,-0.107260681982154,-0.115727512471569,0.580946383189231,0.170799526608093,-0.106697538376368,-0.092048832703344,1,NA,0.477344079031235,0.384088716542507,0.532098645812549,-0.0702537293926239,0.563345998429572,0.381941927133438,-0.563345998429572,NA,NA,-0.0625,-0.0625,-0.0205235848623305,0.0381317588001304
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.449595801873126,0.0202658840879382,0.0202658840879382,NA,0.261937522444352,0.476729975677257,-0.223724293657202,0.0503449356318,0.260900102717419,0.559962900130572,0.105056679847225,0.0214483797946267,0.477344079031235,NA,1,0.162973858132242,0.240556314253022,-0.05699287524716,0.255090457785586,0.22209837817587,-0.255090457785586,NA,NA,-0.0544765524329866,-0.0544765524329866,-0.128920981732993,-0.155404690877436
0.656467102797011,-0.136914949097207,-0.136914949097207,NA,0.898351376433074,0.275288778516682,-0.17058810608099,0.560488744026856,0.968640356309484,0.440282434797439,0.273445381786395,0.258850311874157,0.384088716542507,NA,0.162973858132242,1,0.936438385935102,0.887610995287516,0.941441639421504,0.993867985000024,-0.941441639421504,NA,NA,0.870579394517619,0.870579394517619,0.406194717841173,0.177188290836635
0.798986876985953,-0.396798430293757,-0.396798430293757,NA,0.966987790001137,0.371240542974728,-0.195247348512191,0.584435660073816,0.979821295806913,0.566315511443511,0.328985330142674,0.466841066720648,0.532098645812549,NA,0.240556314253022,0.936438385935102,1,0.713107645036855,0.99867469786039,0.949663789956089,-0.99867469786039,NA,NA,0.663864226110619,0.663864226110619,0.532132455608254,0.251858245895489
0.236491295689825,-0.0614930854671655,-0.0614930854671655,NA,0.744328312145333,-0.080105669384888,-0.120571007523903,0.607061604386281,0.746942752535332,0.329145524147321,0.299013059967726,0.217925131602259,-0.0702537293926239,NA,-0.05699287524716,0.887610995287516,0.713107645036855,1,0.708131579426516,0.874575301022923,-0.708131579426516,NA,NA,0.992312855422194,0.992312855422193,0.371479032637389,0.135292287212732
0.81929731165076,-0.354010767533605,-0.354010767533605,NA,0.954963635481703,0.400194000087593,-0.193873264510116,0.558724134974607,0.987725315006271,0.54777134636898,0.30740008345588,0.4259204286787,0.563345998429572,NA,0.255090457785586,0.941441639421504,0.99867469786039,0.708131579426516,1,0.95208133001471,-1,NA,NA,0.664193681768233,0.664193681768233,0.502712279008151,0.239262099441766
0.666115737658731,-0.198667803476901,-0.198667803476901,NA,0.926923216381004,0.280246559550458,-0.190571214662261,0.623759404783422,0.969294823770775,0.536861778726147,0.351447825281465,0.334615737482801,0.381941927133438,NA,0.22209837817587,0.993867985000024,0.949663789956089,0.874575301022923,0.95208133001471,1,-0.95208133001471,NA,NA,0.8498878281317,0.8498878281317,0.40298295351186,0.135460057838648
-0.81929731165076,0.354010767533605,0.354010767533605,NA,-0.954963635481703,-0.400194000087593,0.193873264510116,-0.558724134974607,-0.987725315006271,-0.54777134636898,-0.30740008345588,-0.4259204286787,-0.563345998429572,NA,-0.255090457785586,-0.941441639421504,-0.99867469786039,-0.708131579426516,-1,-0.95208133001471,1,NA,NA,-0.664193681768233,-0.664193681768233,-0.502712279008151,-0.239262099441766
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
0.217483393420481,0.0625,0.0625,NA,0.678260359982175,-0.062020048732525,-0.107264842056466,0.540061724867322,0.72143790062144,0.258632723010154,0.243323561652344,0.102345135607886,-0.0625,NA,-0.0544765524329866,0.870579394517619,0.663864226110619,0.992312855422194,0.664193681768233,0.8498878281317,-0.664193681768233,NA,NA,1,1,0.284697498739062,0.0940377347659404
